Date,Close/Last,Volume,Open,High,Low
06/18/2021,$48.468,4665365,$48.5572,$48.9092,$48.0614
06/17/2021,$48.8547,3230455,$49.8264,$49.8958,$48.825
06/16/2021,$49.7273,5291365,$49.7174,$50.5404,$49.648
06/15/2021,$49.6678,2305613,$49.1423,$49.9653,$49.1125
06/14/2021,$49.172,1754904,$49.172,$49.3108,$48.939
06/11/2021,$49.2117,1592218,$49.4596,$49.6281,$49.1125
06/10/2021,$49.4596,1996999,$49.4794,$49.5438,$48.8696
06/09/2021,$49.1323,1596566,$49.6083,$49.7074,$49.0927
06/08/2021,$49.6083,2177192,$49.7868,$49.9355,$49.529
06/07/2021,$49.7074,1625264,$49.7471,$50.0446,$49.5587
06/04/2021,$49.638,1604571,$49.9553,$50.0148,$49.4397
06/03/2021,$49.5785,2034722,$49.1819,$49.7818,$48.9142
06/02/2021,$49.5488,1846221,$49.9553,$49.9851,$49.291
06/01/2021,$49.757,2750711,$50.2528,$50.3222,$49.648
05/28/2021,$49.9157,2078438,$49.9256,$50.0793,$49.5389
05/27/2021,$49.7471,3409566,$49.5191,$49.9752,$49.2811
05/26/2021,$49.2811,2214348,$48.9638,$49.4596,$48.6217
05/25/2021,$48.9241,3138434,$48.9935,$49.5984,$48.8002
05/24/2021,$48.9439,1542145,$48.4482,$48.9836,$48.4085
05/21/2021,$48.4779,2120832,$48.8646,$49.0034,$48.0218
05/20/2021,$48.696,2464724,$48.6762,$49.2216,$48.5275
05/19/2021,$48.4184,2892161,$47.8929,$48.5176,$47.2186
05/18/2021,$48.587,2892957,$48.3391,$49.4397,$48.2598
05/17/2021,$48.3391,2413508,$47.7937,$48.6465,$47.3872
05/14/2021,$47.9722,4265905,$45.6123,$48.111,$45.5032
05/13/2021,$45.1462,2522240,$45.176,$45.6965,$44.6703
05/12/2021,$44.3629,2515887,$45.1165,$45.6222,$44.3629
05/11/2021,$45.4239,2297083,$45.0669,$45.5156,$44.5513
05/10/2021,$45.6618,1703576,$46.2568,$46.6237,$45.6321
05/07/2021,$46.0486,2182058,$45.2255,$46.3361,$45.176
05/06/2021,$45.3545,1409585,$45.1561,$45.3644,$44.7595
05/05/2021,$45.057,2799116,$45.3445,$45.6718,$44.8884
05/04/2021,$44.8785,1930095,$45.1561,$45.285,$44.2885
05/03/2021,$45.3445,1310990,$45.4139,$45.6124,$45.2355
04/30/2021,$45.1958,1723140,$45.4734,$45.5329,$45.1066
04/29/2021,$45.642,1439124,$45.5825,$46.0287,$45.2652
04/28/2021,$45.3148,3267574,$45.176,$45.5429,$44.9479
04/27/2021,$45.0471,1237034,$45.0471,$45.2355,$44.7198
04/26/2021,$45.0272,1220913,$45.2454,$45.3445,$44.7992
04/23/2021,$44.9479,1571409,$44.7595,$44.9925,$44.5414
04/22/2021,$44.6405,1768860,$44.7397,$45.1363,$44.3827
04/21/2021,$44.7694,1752660,$43.8274,$44.7793,$43.6291
04/20/2021,$43.8373,2821634,$45.2454,$45.3743,$43.5895
04/19/2021,$45.404,1705195,$45.8502,$46.2964,$45.2454
04/16/2021,$45.7213,1831901,$45.8106,$46.1932,$45.4635
04/15/2021,$45.8701,1932422,$45.2454,$45.88,$45.1661
04/14/2021,$45.0074,2931033,$45.1165,$45.6817,$44.8686
04/13/2021,$45.1264,1789136,$45.6123,$45.6123,$45.0272
04/12/2021,$45.5726,1731462,$45.0867,$45.8205,$44.9876
04/09/2021,$45.1462,2145707,$44.8884,$45.1661,$44.5265
04/08/2021,$44.8785,1449180,$44.938,$45.0272,$44.6207
04/07/2021,$44.8587,1817376,$44.6703,$45.0074,$44.5017
04/06/2021,$44.6504,2567448,$44.9182,$45.0867,$44.4819
04/05/2021,$45.0173,2235381,$44.8686,$45.3049,$44.5909
04/01/2021,$44.3728,4891271,$44.3133,$44.4819,$43.5895
03/31/2021,$44.1249,3786008,$44.8587,$44.8587,$43.9838
03/30/2021,$44.9677,1671688,$45.1561,$45.3049,$44.7496
03/29/2021,$45.2355,1468551,$44.8388,$45.4239,$44.467
03/26/2021,$45.285,1390380,$45.0669,$45.4913,$44.70
03/25/2021,$45.0173,2173158,$44.3629,$45.2206,$44.1447
03/24/2021,$44.6108,1632735,$44.5513,$45.285,$44.5513
03/23/2021,$44.4224,3115425,$44.5513,$44.938,$44.3629
03/22/2021,$44.9082,1810666,$44.7694,$45.3247,$44.472
03/19/2021,$44.7694,1765237,$44.5711,$45.0768,$44.3133
03/18/2021,$44.6703,3525263,$45.1958,$45.3941,$44.4918
03/17/2021,$45.2454,3641536,$43.4011,$45.2751,$43.1829
03/16/2021,$43.3812,2290676,$43.1135,$43.5399,$42.8656
03/15/2021,$43.1532,2325210,$43.173,$43.4011,$42.6375
03/12/2021,$43.1829,2151802,$42.8854,$43.1928,$42.6177
03/11/2021,$42.8359,1613659,$42.3897,$43.0143,$42.2806
03/10/2021,$42.2608,1668092,$42.2112,$42.469,$41.8046
03/09/2021,$41.9434,2180246,$41.7154,$42.707,$41.7154
03/08/2021,$41.4873,2196981,$41.4477,$41.8939,$41.1006
03/05/2021,$41.2593,2814987,$40.7635,$41.4477,$40.3669
03/04/2021,$40.5057,4718710,$40.8527,$41.4179,$39.9603
03/03/2021,$40.9519,2301280,$41.5171,$41.76,$40.9221
03/02/2021,$41.6559,4086491,$41.0312,$41.8046,$40.9122
03/01/2021,$40.942,2707213,$40.7932,$41.2097,$40.6544
02/26/2021,$40.0099,3123701,$41.4377,$41.5171,$40.0099
02/25/2021,$41.2493,3822687,$43.8274,$43.8671,$41.2394
02/24/2021,$43.8373,2567230,$42.8359,$43.8572,$42.4095
02/23/2021,$42.8359,2852782,$43.1928,$43.3019,$42.4095
02/22/2021,$43.054,1753199,$42.7466,$43.1432,$42.5086
02/19/2021,$43.0838,1896145,$43.3614,$43.7283,$43.0342
02/18/2021,$43.4407,2336585,$43.1333,$43.639,$42.8805
02/17/2021,$43.5994,2645828,$43.1333,$43.7481,$42.8854
02/16/2021,$43.3217,3452495,$42.8854,$43.4011,$42.588
02/12/2021,$42.588,2974287,$42.0525,$43.1432,$41.993
02/11/2021,$42.2112,3006569,$42.0129,$42.6177,$41.4179
02/10/2021,$40.6742,2613193,$41.4179,$41.4278,$40.5156
02/09/2021,$41.061,2159274,$40.6842,$41.2394,$40.3272
02/08/2021,$40.8726,3286881,$40.704,$41.1105,$40.3173
02/05/2021,$40.5652,2674227,$40.6445,$41.1304,$40.466
02/04/2021,$40.466,2801305,$39.9603,$41.024,$39.9603
02/03/2021,$39.8612,3222219,$39.0778,$39.9405,$38.8535
02/02/2021,$39.2563,2180050,$39.1175,$39.6331,$39.058
02/01/2021,$38.7803,3498810,$38.82,$39.2563,$38.6118
01/29/2021,$38.5126,5946387,$38.9687,$39.1671,$38.0565
01/28/2021,$39.4149,3849964,$38.1556,$39.5141,$38.0367
01/27/2021,$38.0862,4619740,$38.4234,$38.4333,$37.6995
01/26/2021,$38.8696,2023671,$38.473,$38.9638,$38.1656
01/25/2021,$38.2151,2187503,$38.0267,$38.5027,$37.7491
01/22/2021,$38.1259,2390309,$38.2052,$38.3242,$37.779
01/21/2021,$38.4829,1685417,$38.8696,$39.0381,$38.4035
01/20/2021,$38.9192,2933008,$38.2548,$39.0431,$37.8582
01/19/2021,$37.9573,3769938,$38.7704,$38.9092,$37.9573
01/15/2021,$38.4135,3157291,$38.0367,$38.6217,$37.6004
01/14/2021,$38.344,3136014,$37.9375,$38.354,$37.7789
01/13/2021,$37.8681,3181527,$38.4829,$38.4928,$37.8681
01/12/2021,$38.3936,1737600,$38.1854,$38.6161,$37.759
01/11/2021,$38.1854,2369262,$38.3639,$38.6613,$38.0168
01/08/2021,$38.8894,2934065,$38.9192,$38.9884,$38.2052
01/07/2021,$38.6514,2864307,$39.5736,$39.6331,$38.3624
01/06/2021,$39.3059,6025890,$39.1373,$39.5637,$38.6068
01/05/2021,$38.6911,3871626,$39.2464,$39.5934,$38.5424
01/04/2021,$39.1175,5569286,$40.6941,$41.2791,$38.6316
12/31/2020,$40.9221,1748398,$40.8924,$41.4328,$40.7932
12/30/2020,$41.0114,906575,$41.1403,$41.5865,$40.9717
12/29/2020,$40.942,1250241,$40.9915,$41.2791,$40.5156
12/28/2020,$40.6346,1035070,$40.932,$41.2097,$40.4462
12/24/2020,$40.5652,867615,$40.1586,$40.6643,$40.1388
12/23/2020,$39.9405,1086849,$39.7521,$40.1289,$39.3951
12/22/2020,$39.2265,1087095,$39.3257,$39.4992,$38.8894
12/21/2020,$39.3455,2090944,$38.9886,$39.5438,$38.5027
12/18/2020,$39.9107,2427402,$40.4263,$40.5945,$39.4695
12/17/2020,$40.5255,1680408,$40.5751,$40.7734,$40.0495
12/16/2020,$40.2379,1091882,$40.8825,$41.0213,$40.2082
12/15/2020,$40.8825,1301802,$40.6346,$40.942,$40.1884
12/14/2020,$40.2677,1435753,$41.5468,$41.7551,$40.228
12/11/2020,$41.3088,1876243,$41.6162,$41.6261,$41.1006
12/10/2020,$42.0823,2193709,$40.9023,$42.1864,$40.6693
12/09/2020,$41.1502,1680942,$41.646,$41.646,$40.6048
12/08/2020,$41.4377,1215770,$41.1998,$41.5865,$41.1204
12/07/2020,$41.4675,1713685,$41.9633,$42.0426,$41.3683
12/04/2020,$42.1814,2584663,$41.1403,$42.2409,$41.061
12/03/2020,$40.8726,3072564,$40.7238,$41.1006,$40.3768
12/02/2020,$40.5751,3316458,$40.2181,$40.7189,$40.0099
12/01/2020,$40.2082,2726905,$40.8329,$40.9023,$40.1884
11/30/2020,$40.1487,2926656,$40.6346,$40.8131,$39.8314
11/27/2020,$40.7734,1163422,$40.585,$41.17,$40.3669
11/25/2020,$41.2097,2711277,$42.3202,$42.3302,$40.9668
11/24/2020,$42.6772,3606677,$41.4377,$42.7764,$41.051
11/23/2020,$40.6544,2203010,$40.4065,$40.7734,$39.9504
11/20/2020,$39.9206,1914290,$40.3272,$40.4065,$39.6133
11/19/2020,$40.4759,1894072,$40.00,$40.5156,$39.6232
11/18/2020,$40.4958,3518486,$40.6544,$41.3584,$40.4858
11/17/2020,$40.2677,4892341,$38.939,$40.6346,$38.939
11/16/2020,$39.4249,4090861,$37.6698,$39.4298,$37.5409
11/13/2020,$36.8666,2785176,$36.1725,$36.9955,$36.1725
11/12/2020,$35.7065,3702545,$37.5012,$37.64,$35.5082
11/11/2020,$37.3822,6184191,$37.5905,$38.0069,$37.1145
11/10/2020,$37.0947,5828044,$35.6966,$37.2533,$35.5181
11/09/2020,$35.4982,7038233,$35.5776,$37.174,$35.2702
11/06/2020,$32.821,3898330,$33.4853,$33.8324,$32.702
11/05/2020,$33.3267,3295752,$32.5136,$33.4903,$32.4739
11/04/2020,$31.76,3187511,$31.7699,$32.0872,$31.1353
11/03/2020,$31.6807,2863532,$30.4115,$31.8592,$30.3817
11/02/2020,$29.7769,2952075,$30.0248,$30.0925,$29.4695
10/30/2020,$29.529,4302324,$29.7471,$29.762,$28.8448
10/29/2020,$29.9058,4426419,$30.0644,$30.1735,$29.6083
10/28/2020,$30.0347,3488010,$30.8973,$31.0086,$30.0149
10/27/2020,$31.5815,2324205,$32.2558,$32.3946,$31.5716
10/26/2020,$32.3351,2999860,$33.3961,$33.4259,$32.1368
10/23/2020,$33.6242,1509462,$33.9613,$33.9613,$33.3267
10/22/2020,$33.6043,1792805,$33.2771,$33.6341,$33.1482
10/21/2020,$33.297,1676844,$33.3168,$33.6043,$33.0491
10/20/2020,$33.4259,2134748,$33.7233,$33.8027,$33.2672
10/19/2020,$33.406,2498521,$34.2389,$34.3381,$33.3168
10/16/2020,$33.4556,1907352,$33.6043,$33.7134,$33.2573
10/15/2020,$33.4754,2360042,$33.0689,$33.5151,$32.9995
10/14/2020,$33.7134,1581104,$34.2191,$34.2885,$33.6936
10/13/2020,$34.1001,1386481,$34.7645,$34.8537,$33.8225
10/12/2020,$34.8537,1103359,$34.8339,$35.0818,$34.7546
10/09/2020,$34.8835,1570259,$35.4487,$35.5082,$34.8388
10/08/2020,$35.2404,2496045,$35.1413,$35.528,$34.8735
10/07/2020,$34.7744,2352060,$34.0307,$34.8934,$33.9415
10/06/2020,$33.5944,2136473,$33.8423,$34.4918,$33.5348
10/05/2020,$33.8919,1785437,$33.8919,$34.1001,$33.5052
10/02/2020,$33.5548,1362232,$32.9697,$33.6143,$32.8607
10/01/2020,$33.4457,2450719,$33.0689,$33.5845,$32.7318
09/30/2020,$32.7813,2187998,$32.7417,$33.1185,$32.6326
09/29/2020,$32.6326,2399619,$32.9896,$33.168,$32.3847
09/28/2020,$33.178,1915711,$32.9003,$33.5944,$32.7516
09/25/2020,$32.2161,2171039,$31.4625,$32.3748,$31.3138
09/24/2020,$31.4923,2072101,$31.4725,$31.8493,$31.0362
09/23/2020,$31.6609,1607821,$32.9598,$32.9995,$31.6311
09/22/2020,$32.5533,1332199,$32.2558,$32.7863,$32.2261
09/21/2020,$32.2558,1819144,$32.345,$32.4839,$31.7003
09/18/2020,$33.178,1339384,$33.3168,$33.6936,$32.9648
09/17/2020,$33.3763,1754287,$33.287,$33.5647,$33.1383
09/16/2020,$33.6737,1977706,$33.1185,$34.0803,$33.1185
09/15/2020,$33.0788,2981436,$33.0788,$33.4754,$32.9697
09/14/2020,$32.8408,2046909,$32.9697,$33.1978,$32.7466
09/11/2020,$32.7417,1764668,$32.2261,$32.7714,$32.2261
09/10/2020,$32.2161,2490495,$32.6723,$32.7417,$32.0228
09/09/2020,$32.6425,1325246,$32.4839,$32.8805,$32.3946
09/08/2020,$32.1765,1686196,$32.6326,$32.7218,$32.1071
09/04/2020,$32.9896,2167627,$33.9613,$34.0605,$32.6128
09/03/2020,$33.525,1708188,$34.3877,$34.6257,$33.2275
09/02/2020,$34.3778,1563634,$33.8126,$34.5662,$33.7134
09/01/2020,$33.6638,1360789,$33.3465,$33.8027,$32.9102
08/31/2020,$33.4556,1866062,$34.4571,$34.5265,$33.4358
08/28/2020,$34.5463,1715603,$34.5265,$34.6306,$34.12
08/27/2020,$34.4174,2051842,$34.11,$34.6157,$33.9811
08/26/2020,$34.0208,2196041,$33.4159,$34.116,$33.2176
08/25/2020,$33.3961,1176085,$33.9117,$34.0505,$33.2375
08/24/2020,$33.8225,1482839,$33.7035,$34.0307,$33.5696
08/21/2020,$33.5647,1251381,$33.0689,$33.5746,$32.94
08/20/2020,$33.2573,1256042,$33.2176,$33.6638,$33.1978
08/19/2020,$33.4953,1480733,$33.5944,$33.7332,$33.3366
08/18/2020,$33.3664,2723081,$34.1794,$34.2489,$33.2284
08/17/2020,$34.1001,2751744,$33.9018,$34.6455,$33.6936
08/14/2020,$33.3564,4008015,$32.8706,$34.0704,$32.2558
08/13/2020,$32.9796,3480583,$33.2176,$33.3862,$32.7218
08/12/2020,$33.5647,2374385,$33.9911,$34.6257,$33.4953
08/11/2020,$33.5647,2027926,$33.1086,$34.8537,$32.9796
08/10/2020,$32.6524,2064529,$32.1765,$32.7912,$32.0377
08/07/2020,$32.0476,1996551,$32.0277,$32.2955,$31.879
08/06/2020,$32.1963,1637738,$32.6524,$32.7218,$31.9583
08/05/2020,$32.2161,1344785,$31.9187,$32.345,$31.7699
08/04/2020,$31.7402,2193238,$31.5022,$32.0575,$31.4427
08/03/2020,$31.522,4271732,$32.1765,$32.1963,$31.0461
07/31/2020,$32.0575,3901419,$33.1581,$33.2474,$31.6212
07/30/2020,$33.2573,2019826,$32.94,$33.2573,$32.5632
07/29/2020,$33.6341,1648777,$33.8027,$33.8068,$33.1203
07/28/2020,$33.7729,1378034,$33.3862,$33.8126,$33.287
07/27/2020,$33.4259,1865202,$33.0391,$33.5647,$32.7912
07/24/2020,$33.2176,1022634,$33.5647,$33.5647,$33.0292
07/23/2020,$33.6143,1388325,$34.229,$34.2786,$33.4556
07/22/2020,$34.2489,1053964,$34.3678,$34.6257,$34.0357
07/21/2020,$34.5265,1258759,$34.6554,$34.7744,$34.3084
07/20/2020,$34.0109,886485,$34.1596,$34.2984,$33.8027
07/17/2020,$34.2786,889459,$34.2885,$34.4769,$33.9811
07/16/2020,$34.1001,2010704,$34.3678,$34.6257,$33.9911
07/15/2020,$34.5662,1596906,$34.229,$34.8339,$34.1695
07/14/2020,$33.8126,1941159,$32.7119,$33.8621,$32.5731
07/13/2020,$32.8507,1819868,$32.7218,$33.2077,$32.5037
07/10/2020,$32.5533,1235489,$32.0972,$32.5731,$31.7501
07/09/2020,$32.1765,1459934,$32.7119,$32.8607,$31.3832
07/08/2020,$32.6822,1491499,$31.9782,$32.702,$31.9385
07/07/2020,$31.9682,1564778,$32.7119,$32.8111,$31.9385
07/06/2020,$33.059,1259349,$33.0491,$33.3069,$32.6822
07/02/2020,$32.464,1861205,$32.7417,$33.406,$32.345
07/01/2020,$32.2261,1319184,$32.8111,$33.168,$32.0972
06/30/2020,$32.6227,1330531,$32.2062,$32.7615,$32.1071
06/29/2020,$32.355,2670934,$32.345,$32.5929,$31.792
06/26/2020,$32.236,2178087,$32.9995,$33.2573,$32.1368
06/25/2020,$33.3564,1954366,$32.2062,$33.3961,$31.9881
06/24/2020,$32.5136,2486227,$33.3069,$33.3267,$31.7699
06/23/2020,$33.6837,1952940,$34.705,$34.7843,$33.5647
06/22/2020,$34.0902,1359796,$33.7233,$34.11,$33.3862
06/19/2020,$33.7729,2717310,$34.4571,$34.5959,$33.6114
06/18/2020,$34.0109,1910049,$33.8027,$34.348,$33.8027
06/17/2020,$34.3381,2115982,$34.3778,$34.6752,$34.0902
06/16/2020,$34.229,3320241,$34.7446,$35.3396,$33.9712
06/15/2020,$33.6341,2015798,$32.8805,$34.0109,$32.4541
06/12/2020,$33.8522,2435431,$34.348,$34.6257,$33.3069
06/11/2020,$33.0689,3467217,$34.7347,$35.2305,$32.9301
06/10/2020,$36.4402,2282520,$36.7674,$36.9558,$35.875
06/09/2020,$36.9558,2106536,$36.6683,$37.1095,$36.2915
06/08/2020,$37.3921,2996766,$36.7873,$37.412,$36.2518
06/05/2020,$35.9544,2686617,$35.3991,$36.4006,$35.3396
06/04/2020,$34.2191,1598994,$34.5265,$34.933,$34.0704
06/03/2020,$34.6455,2059060,$32.9796,$34.9231,$32.9003
06/02/2020,$32.5929,2297642,$31.6708,$32.7218,$31.6708
06/01/2020,$31.4427,2034341,$31.2543,$31.9088,$31.1552
05/29/2020,$31.0957,1976194,$31.3535,$31.7204,$30.7387
05/28/2020,$31.4923,3624670,$31.9484,$31.9682,$31.413
05/27/2020,$31.8889,1897783,$32.4244,$32.583,$31.2246
05/26/2020,$31.8195,2461262,$31.175,$32.0773,$31.0659
05/22/2020,$30.0446,2319687,$29.7471,$30.2231,$29.4992
05/21/2020,$29.7868,2615559,$29.648,$30.3222,$29.5686
05/20/2020,$29.6182,3227156,$30.0446,$30.1438,$29.2166
05/19/2020,$29.6579,2547852,$30.5206,$30.699,$29.6579
05/18/2020,$30.5503,2946923,$30.5404,$30.9172,$30.0149
05/15/2020,$29.6975,2273430,$29.8959,$30.3619,$29.5091
05/14/2020,$30.3817,3997490,$30.0446,$30.5503,$29.41
05/13/2020,$30.7387,3078287,$32.1666,$32.2955,$30.6395
05/12/2020,$32.2261,2041163,$33.4457,$33.6043,$32.2261
05/11/2020,$33.3862,1808552,$32.7218,$33.6242,$32.3351
05/08/2020,$33.1185,1798811,$33.4953,$33.4953,$32.7318
05/07/2020,$32.94,1711862,$32.7218,$33.5151,$32.5235
05/06/2020,$32.0972,2442658,$33.1383,$33.2771,$32.0476
05/05/2020,$32.8408,1395898,$33.3366,$33.5548,$32.7813
05/04/2020,$32.8607,2086152,$32.0575,$33.0193,$31.9583
05/01/2020,$32.5533,1754996,$32.8904,$32.94,$32.1269
04/30/2020,$33.5349,2927120,$34.4472,$34.5959,$33.406
04/29/2020,$34.933,2974765,$33.6341,$35.1115,$33.406
04/28/2020,$32.6623,3050500,$33.2176,$33.5845,$32.6326
04/27/2020,$32.464,2289239,$31.9881,$32.5434,$31.765
04/24/2020,$31.6014,2252657,$31.7303,$32.0476,$31.3237
04/23/2020,$31.5617,2646311,$31.8988,$32.0674,$31.4427
04/22/2020,$31.7303,2158265,$32.2161,$32.3649,$31.641
04/21/2020,$31.6014,1508947,$31.9484,$32.4293,$31.522
04/20/2020,$32.7417,2048239,$32.7516,$33.4259,$32.4839
04/17/2020,$33.4953,2080287,$33.7828,$34.0406,$32.7813
04/16/2020,$32.3946,1563412,$33.1086,$33.1284,$32.2261
04/15/2020,$32.9003,1851560,$32.7218,$33.5647,$32.355
04/14/2020,$33.9415,2752598,$34.1695,$34.3629,$33.2523
04/13/2020,$33.4953,1973877,$34.6852,$34.6951,$32.9202
04/09/2020,$34.7744,2853329,$34.3976,$35.6171,$33.9911
04/08/2020,$33.8027,3182336,$32.2062,$34.0704,$31.7303
04/07/2020,$31.4824,3030007,$33.2176,$33.6737,$31.2741
04/06/2020,$31.2345,2881303,$29.8463,$31.3832,$29.8463
04/03/2020,$28.6961,3764184,$28.8646,$29.4992,$27.9524
04/02/2020,$28.7159,2708978,$27.6946,$29.4062,$27.0203
04/01/2020,$27.5128,3196936,$28.1408,$28.425,$27.4004
03/31/2020,$29.2513,3425307,$28.934,$29.6876,$28.6101
03/30/2020,$29.1654,5684581,$27.8036,$29.2513,$27.0471
03/27/2020,$27.9425,5249394,$27.4996,$29.0662,$26.6865
03/26/2020,$28.8745,9872071,$29.02,$30.1966,$28.4581
03/25/2020,$28.1143,10054355,$25.7808,$29.6942,$25.7808
03/24/2020,$25.3512,9066604,$24.5447,$26.0254,$23.3284
03/23/2020,$21.8674,12256219,$25.3842,$25.4834,$21.3916
03/20/2020,$25.5495,5303292,$29.0927,$30.0314,$25.2239
03/19/2020,$28.4779,5114512,$27.3013,$28.9208,$25.5495
03/18/2020,$27.5789,9503317,$28.0945,$28.5242,$22.3269
03/17/2020,$29.9719,7857879,$30.5007,$31.1684,$28.782
03/16/2020,$29.919,4067614,$29.80,$31.6509,$29.7471
03/13/2020,$35.1545,5887399,$32.3583,$35.1875,$31.0692
03/12/2020,$30.7387,9374970,$33.5283,$33.7134,$29.8926
03/11/2020,$35.5908,4399797,$36.5096,$36.8732,$35.1611
03/10/2020,$37.521,5793387,$37.6863,$37.9177,$36.0337
03/09/2020,$36.2518,6170254,$37.9309,$38.0367,$36.2452
03/06/2020,$40.7668,2380726,$40.1057,$40.899,$39.61
03/05/2020,$41.1304,2228530,$40.8263,$41.5402,$40.5718
03/04/2020,$41.8509,2176443,$41.2427,$41.9864,$41.0543
03/03/2020,$40.3834,2833119,$41.1171,$41.8311,$40.2776
03/02/2020,$40.9915,4494454,$39.8942,$41.0114,$39.2001
02/28/2020,$39.6364,7784578,$38.8497,$39.6628,$37.7855
02/27/2020,$40.2049,5250654,$40.9849,$41.4939,$40.0595
02/26/2020,$42.0162,3021553,$42.1352,$43.054,$42.0096
02/25/2020,$42.1352,2793900,$43.5895,$43.8208,$41.884
02/24/2020,$43.3911,3518476,$43.5498,$44.1646,$43.325
02/21/2020,$45.0041,1714909,$45.1099,$45.2222,$44.5546
02/20/2020,$45.1429,1311453,$44.8587,$45.2189,$44.5546
02/19/2020,$44.8917,1498360,$44.7331,$45.0725,$44.6207
02/18/2020,$44.6471,2564410,$44.7463,$45.0173,$44.3497
02/14/2020,$44.9248,2480421,$44.2042,$45.176,$44.0588
02/13/2020,$44.0456,2357287,$42.8887,$44.158,$42.4723
02/12/2020,$42.697,1707000,$42.6243,$42.8094,$42.1682
02/11/2020,$42.4987,1206181,$42.393,$42.7565,$42.2475
02/10/2020,$42.188,1243027,$41.9435,$42.2541,$41.9435
02/07/2020,$42.0691,1409506,$42.307,$42.4822,$42.0162
02/06/2020,$42.4525,2185077,$41.8707,$42.5384,$41.798
02/05/2020,$41.7451,1361764,$41.7121,$41.8112,$41.4047
02/04/2020,$41.4609,1526889,$41.3948,$41.6856,$41.2692
02/03/2020,$40.9387,1493313,$40.6676,$41.2956,$40.509
01/31/2020,$40.4627,1409059,$40.7734,$40.8395,$40.2578
01/30/2020,$41.0973,1327536,$40.8064,$41.137,$40.6676
01/29/2020,$41.137,1668153,$41.3882,$41.4014,$40.8265
01/28/2020,$41.3088,1614619,$40.9056,$41.3287,$40.7205
01/27/2020,$40.8064,1892812,$40.4891,$40.9519,$40.0991
01/24/2020,$41.2295,1776234,$41.4543,$41.7055,$41.1502
01/23/2020,$41.3683,2301720,$40.8197,$41.375,$40.7205
01/22/2020,$40.8924,2116743,$41.1502,$41.2956,$40.8924
01/21/2020,$41.0444,1301911,$41.1304,$41.1502,$40.8726
01/17/2020,$41.1634,2015800,$40.9254,$41.4146,$40.8197
