Date,Close/Last,Volume,Open,High,Low
04/11/2024,$39.72,10189820,$39.38,$39.779,$38.985
04/10/2024,$39.18,3399938,$39.94,$40.25,$38.94
04/09/2024,$41.11,2239803,$40.81,$41.13,$40.23
04/08/2024,$40.53,1462324,$40.63,$40.7907,$40.31
04/05/2024,$40.32,2026096,$40.01,$40.63,$39.79
04/04/2024,$40.10,2433218,$41.42,$41.46,$40.03
04/03/2024,$40.74,2792647,$40.43,$41.10,$40.27
04/02/2024,$40.46,2252349,$40.51,$40.92,$40.215
04/01/2024,$41.19,1856963,$41.84,$41.88,$40.98
03/28/2024,$41.87,2099186,$41.53,$41.985,$41.25
03/27/2024,$41.58,1460176,$41.20,$41.58,$40.905
03/26/2024,$41.01,2000635,$41.74,$41.90,$40.98
03/25/2024,$41.45,6335302,$41.94,$42.156,$41.431
03/22/2024,$41.78,1771851,$42.33,$42.43,$41.745
03/21/2024,$42.33,2238022,$42.50,$43.168,$42.32
03/20/2024,$42.13,1643665,$41.18,$42.365,$41.14
03/19/2024,$41.15,1355698,$40.80,$41.41,$40.745
03/18/2024,$40.98,1689420,$41.03,$41.122,$40.54
03/15/2024,$41.00,2746029,$40.57,$41.26,$40.47
03/14/2024,$41.10,3564122,$42.02,$42.035,$40.435
03/13/2024,$42.02,1035510,$42.25,$42.54,$41.86
03/12/2024,$42.09,1188431,$42.00,$42.325,$41.7159
03/11/2024,$42.07,3229074,$41.35,$42.265,$41.35
03/08/2024,$41.67,2564336,$42.57,$42.64,$41.47
03/07/2024,$42.23,1703510,$42.08,$42.40,$41.96
03/06/2024,$41.61,2744218,$41.80,$42.49,$41.365
03/05/2024,$41.25,2599240,$41.29,$41.58,$40.98
03/04/2024,$41.34,1766710,$41.32,$41.78,$41.03
03/01/2024,$41.54,2443796,$41.48,$42.26,$41.27
02/29/2024,$41.27,2415878,$41.14,$41.35,$40.82
02/28/2024,$40.90,2293492,$40.94,$41.14,$40.70
02/27/2024,$41.23,3009094,$40.84,$41.375,$40.40
02/26/2024,$40.76,3399960,$41.15,$41.615,$40.72
02/23/2024,$41.25,8430906,$41.11,$41.53,$40.97
02/22/2024,$41.11,3473582,$40.44,$41.20,$40.29
02/21/2024,$39.95,2638724,$40.13,$40.45,$39.77
02/20/2024,$40.41,5157287,$40.01,$40.655,$39.96
02/16/2024,$40.35,2473644,$40.19,$40.86,$40.12
02/15/2024,$40.53,3787792,$39.98,$40.59,$39.88
02/14/2024,$39.65,2441111,$39.78,$40.10,$39.40
02/13/2024,$39.09,2646474,$39.55,$39.89,$38.93
02/12/2024,$40.96,1624001,$40.85,$41.595,$40.76
02/09/2024,$40.84,2714229,$40.75,$40.8975,$40.09
02/08/2024,$40.53,2612188,$40.45,$40.7192,$39.65
02/07/2024,$39.75,2604822,$39.92,$40.03,$39.09
02/06/2024,$39.65,4340926,$38.74,$39.69,$38.59
02/05/2024,$38.55,1410125,$38.81,$38.81,$38.225
02/02/2024,$39.17,2384244,$38.68,$39.29,$38.28
02/01/2024,$39.21,3814010,$39.77,$40.06,$38.46
01/31/2024,$39.68,2616201,$40.88,$41.0354,$39.585
01/30/2024,$40.96,1410747,$41.08,$41.23,$40.71
01/29/2024,$41.06,1955095,$40.47,$41.075,$40.36
01/26/2024,$40.62,1766730,$41.00,$41.18,$40.47
01/25/2024,$40.91,7927708,$40.50,$40.93,$40.29
01/24/2024,$40.22,2434300,$40.75,$40.96,$40.16
01/23/2024,$40.23,1633647,$40.28,$40.72,$40.03
01/22/2024,$40.19,3366334,$39.90,$40.56,$39.90
01/19/2024,$39.80,1902518,$38.94,$39.83,$38.56
01/18/2024,$38.77,1689789,$38.79,$39.07,$38.25
01/17/2024,$38.49,2782294,$38.14,$38.53,$37.79
01/16/2024,$38.94,1836083,$38.49,$38.96,$38.24
01/12/2024,$39.18,1444089,$39.73,$40.06,$38.96
01/11/2024,$39.22,1926777,$39.56,$39.85,$38.48
01/10/2024,$39.73,2022757,$39.12,$40.02,$39.12
01/09/2024,$39.14,1865455,$38.57,$39.32,$38.40
01/08/2024,$38.93,1656792,$38.54,$38.98,$38.46
01/05/2024,$38.52,1483602,$38.23,$39.18,$38.21
01/04/2024,$38.52,2421040,$38.08,$38.705,$37.955
01/03/2024,$38.17,1783467,$38.28,$38.46,$37.77
01/02/2024,$38.85,2378293,$39.56,$39.70,$38.69
12/29/2023,$40.12,1686096,$39.92,$40.22,$39.76
12/28/2023,$40.22,1860227,$40.24,$40.82,$40.11
12/27/2023,$40.74,1642612,$40.47,$41.05,$40.30
12/26/2023,$40.46,794059,$40.00,$40.525,$39.833
12/22/2023,$40.05,1986470,$39.80,$40.40,$39.67
12/21/2023,$39.88,1849234,$39.47,$39.995,$39.47
12/20/2023,$39.07,2662215,$39.07,$39.815,$39.05
12/19/2023,$39.34,2386580,$38.87,$39.375,$38.64
12/18/2023,$38.43,1972132,$38.83,$38.91,$38.27
12/15/2023,$38.49,2712342,$39.15,$39.46,$38.385
12/14/2023,$39.15,4929691,$38.525,$40.06,$38.525
12/13/2023,$38.23,2214059,$36.34,$38.24,$35.92
12/12/2023,$36.31,1494916,$36.31,$36.35,$35.715
12/11/2023,$36.27,1308706,$35.88,$36.30,$35.66
12/08/2023,$35.91,1619973,$35.66,$36.17,$35.66
12/07/2023,$35.84,1668998,$35.74,$35.97,$35.51
12/06/2023,$35.67,1913227,$36.05,$36.35,$35.465
12/05/2023,$35.54,2440721,$35.90,$36.12,$35.44
12/04/2023,$36.16,1840951,$35.71,$36.325,$35.4715
12/01/2023,$36.16,2233058,$35.04,$36.20,$34.965
11/30/2023,$35.27,2534077,$35.76,$35.80,$35.0601
11/29/2023,$35.59,3090017,$34.87,$35.83,$34.77
11/28/2023,$34.78,2848778,$33.99,$34.86,$33.72
11/27/2023,$34.02,1830387,$34.01,$34.165,$33.74
11/24/2023,$34.32,1027104,$34.33,$34.45,$34.12
11/22/2023,$34.32,1610708,$34.11,$34.42,$33.70
11/21/2023,$33.94,1635030,$34.36,$34.66,$33.81
11/20/2023,$34.60,1658800,$33.74,$34.63,$33.61
11/17/2023,$33.87,2906650,$34.20,$34.36,$33.77
11/16/2023,$34.07,1672722,$34.39,$34.52,$33.695
11/15/2023,$34.46,3501465,$34.50,$34.72,$34.06
11/14/2023,$34.42,3292357,$33.17,$34.44,$33.09
11/13/2023,$32.19,2782565,$31.87,$32.46,$31.515
11/10/2023,$32.06,2801516,$32.31,$32.49,$31.435
11/09/2023,$32.20,3126849,$32.43,$33.19,$32.14
11/08/2023,$32.18,2277815,$32.00,$32.344,$31.895
11/07/2023,$32.00,2129100,$32.12,$32.475,$31.885
11/06/2023,$32.37,2411614,$33.22,$33.53,$32.275
11/03/2023,$33.24,3049929,$32.73,$33.715,$32.63
11/02/2023,$32.12,3300220,$31.11,$32.22,$31.05
11/01/2023,$30.53,3860745,$29.21,$30.59,$29.20
10/31/2023,$29.15,4806120,$28.98,$29.22,$28.84
10/30/2023,$29.14,5915849,$29.05,$30.06,$29.01
10/27/2023,$29.15,5526428,$30.26,$30.26,$28.94
10/26/2023,$29.89,3633343,$29.62,$30.25,$29.58
10/25/2023,$29.81,5673294,$30.64,$30.64,$29.61
10/24/2023,$30.95,2268206,$30.76,$31.295,$30.578
10/23/2023,$30.74,3302049,$30.50,$31.06,$30.40
10/20/2023,$30.71,3542703,$31.08,$31.26,$30.52
10/19/2023,$31.21,6869527,$31.87,$31.985,$30.97
10/18/2023,$32.04,6431591,$32.46,$32.80,$31.835
10/17/2023,$33.09,3028326,$32.36,$33.26,$32.24
10/16/2023,$32.81,2623963,$32.42,$33.05,$32.22
10/13/2023,$32.17,3682362,$32.69,$32.69,$31.875
10/12/2023,$32.51,3196952,$33.33,$33.44,$32.26
10/11/2023,$33.31,3892764,$32.35,$33.39,$32.34
10/10/2023,$32.22,3258826,$30.74,$32.26,$30.74
10/09/2023,$30.62,920113,$30.21,$30.68,$30.21
10/06/2023,$30.55,3668913,$29.77,$30.71,$29.43
10/05/2023,$29.97,4103564,$30.32,$30.53,$29.87
10/04/2023,$30.30,2412899,$30.24,$30.49,$29.63
10/03/2023,$30.13,3984114,$30.00,$30.16,$29.63
10/02/2023,$30.14,4845404,$31.06,$31.12,$30.06
09/29/2023,$31.27,3559233,$32.50,$32.50,$31.18
09/28/2023,$32.08,2996075,$31.53,$32.12,$31.31
09/27/2023,$31.45,3290476,$31.99,$32.24,$31.30
09/26/2023,$31.91,2987059,$32.40,$32.51,$31.13
09/25/2023,$32.76,1617053,$32.79,$32.91,$32.355
09/22/2023,$32.83,2848974,$33.50,$33.695,$32.67
09/21/2023,$33.04,4234794,$34.43,$34.79,$32.98
09/20/2023,$34.92,1566658,$35.26,$35.42,$34.92
09/19/2023,$35.14,1850372,$36.07,$36.18,$35.14
09/18/2023,$35.91,1399807,$36.00,$36.215,$35.84
09/15/2023,$36.02,3222286,$36.03,$36.17,$35.66
09/14/2023,$36.10,2104847,$35.66,$36.22,$35.51
09/13/2023,$35.21,2849846,$34.66,$35.36,$34.09
09/12/2023,$34.58,2551808,$34.87,$34.995,$34.33
09/11/2023,$34.85,2425974,$34.35,$35.015,$33.97
09/08/2023,$34.17,2055394,$33.51,$34.29,$33.51
09/07/2023,$33.61,1990787,$33.15,$33.80,$33.15
09/06/2023,$33.54,1258576,$33.81,$34.02,$33.205
09/05/2023,$33.83,1823780,$34.66,$34.70,$33.795
09/01/2023,$34.68,1711243,$34.43,$34.88,$34.27
08/31/2023,$34.11,2365075,$34.18,$34.35,$33.79
08/30/2023,$34.10,1385789,$33.98,$34.33,$33.815
08/29/2023,$33.99,1466344,$32.95,$33.999,$32.80
08/28/2023,$32.93,1676378,$32.65,$33.10,$32.5551
08/25/2023,$32.48,1216318,$32.44,$32.74,$32.095
08/24/2023,$32.42,1601671,$32.69,$32.99,$32.275
08/23/2023,$32.62,1193398,$32.15,$32.68,$31.99
08/22/2023,$32.08,2927639,$32.90,$32.90,$31.65
08/21/2023,$32.77,2372913,$33.11,$33.20,$32.495
08/18/2023,$33.08,3055131,$32.10,$33.255,$31.86
08/17/2023,$32.52,2362770,$33.35,$33.50,$32.37
08/16/2023,$33.29,2443090,$33.30,$33.50,$32.83
08/15/2023,$33.53,2629829,$34.30,$34.30,$33.19
08/14/2023,$34.34,1951218,$34.17,$34.675,$34.06
08/11/2023,$34.35,3325250,$34.07,$34.60,$33.70
08/10/2023,$34.55,2843945,$33.23,$34.805,$32.93
08/09/2023,$32.91,2930875,$32.99,$33.29,$32.512
08/08/2023,$33.20,2884728,$32.70,$33.225,$32.30
08/07/2023,$33.21,1585333,$33.02,$33.43,$32.98
08/04/2023,$33.02,2861098,$32.50,$33.455,$32.35
08/03/2023,$32.48,3924265,$33.20,$33.26,$32.435
08/02/2023,$33.41,2563019,$34.00,$34.10,$33.01
08/01/2023,$34.39,1294383,$34.79,$34.81,$34.035
07/31/2023,$34.90,1240678,$34.80,$35.285,$34.725
07/28/2023,$34.72,1605355,$35.14,$35.354,$34.55
07/27/2023,$34.81,1091314,$35.71,$35.73,$34.785
07/26/2023,$35.41,1452667,$35.55,$35.69,$35.35
07/25/2023,$35.68,1582573,$35.50,$35.71,$35.29
07/24/2023,$35.51,1233668,$35.49,$35.975,$35.45
07/21/2023,$35.48,1155088,$35.39,$35.58,$35.12
07/20/2023,$35.35,1563799,$35.77,$35.80,$34.73
07/19/2023,$35.79,2367850,$35.35,$35.94,$35.28
07/18/2023,$35.05,3862915,$34.29,$35.225,$34.17
07/17/2023,$34.21,2800369,$34.30,$34.31,$33.94
07/14/2023,$34.36,1983350,$34.52,$34.93,$34.295
07/13/2023,$34.57,2639091,$33.40,$34.74,$33.39
07/12/2023,$33.05,2045150,$33.10,$33.37,$32.89
07/11/2023,$32.40,3216953,$32.57,$32.63,$31.965
07/10/2023,$32.41,2293224,$32.60,$32.95,$32.35
07/07/2023,$32.60,2193764,$31.90,$32.82,$31.82
07/06/2023,$31.85,3318513,$32.94,$32.96,$31.815
07/05/2023,$33.34,3854872,$33.06,$33.45,$32.56
07/03/2023,$33.44,851794,$33.58,$33.73,$33.365
06/30/2023,$33.65,3159092,$32.88,$33.755,$32.85
06/29/2023,$32.60,1670205,$32.44,$32.67,$32.13
06/28/2023,$32.41,1766277,$32.22,$32.45,$31.93
06/27/2023,$32.24,3205660,$31.47,$32.345,$31.42
06/26/2023,$31.48,2113761,$31.33,$31.64,$31.13
06/23/2023,$31.33,1686880,$31.36,$31.55,$30.94
06/22/2023,$31.78,2253852,$32.14,$32.29,$31.43
06/21/2023,$32.43,1488171,$32.59,$32.70,$32.19
06/20/2023,$32.78,1426491,$33.00,$33.19,$32.445
06/16/2023,$33.54,2643239,$33.59,$33.78,$33.315
06/15/2023,$33.45,2727851,$33.00,$33.475,$32.77
06/14/2023,$33.08,1730079,$32.98,$33.405,$32.725
06/13/2023,$32.70,1817748,$32.205,$32.70,$32.205
06/12/2023,$32.01,1402354,$31.86,$32.19,$31.746
06/09/2023,$31.62,1526039,$31.79,$32.13,$31.51
06/08/2023,$31.61,1896665,$31.88,$31.90,$31.11
06/07/2023,$31.90,2026940,$31.80,$31.9599,$31.49
06/06/2023,$31.73,1698809,$30.96,$31.775,$30.85
06/05/2023,$30.97,1586469,$30.95,$31.469,$30.625
06/02/2023,$31.01,2401318,$30.84,$31.12,$30.67
06/01/2023,$30.51,2872261,$30.17,$30.6799,$29.92
05/31/2023,$30.04,2401766,$30.34,$30.40,$29.8498
05/30/2023,$30.62,2184090,$31.21,$31.3857,$30.54
05/26/2023,$31.49,2020772,$31.08,$31.55,$30.88
05/25/2023,$30.92,2505665,$30.55,$31.13,$30.26
05/24/2023,$30.62,2601065,$31.21,$31.41,$30.48
05/23/2023,$31.41,2200455,$31.325,$31.9578,$31.20
05/22/2023,$31.30,1911563,$31.05,$31.60,$31.02
05/19/2023,$30.82,1859683,$30.84,$31.00,$30.55
05/18/2023,$30.76,1784586,$30.96,$31.16,$30.5209
05/17/2023,$31.06,2258141,$30.50,$31.125,$30.0336
05/16/2023,$30.24,1963372,$30.56,$30.60,$30.04
05/15/2023,$30.57,1991799,$30.75,$30.875,$30.435
05/12/2023,$30.35,3494759,$31.05,$31.1241,$29.94
05/11/2023,$31.20,2081928,$31.13,$31.41,$30.07
05/10/2023,$31.15,3315461,$32.40,$32.45,$31.07
05/09/2023,$32.19,3082358,$31.77,$32.26,$31.20
05/08/2023,$31.86,2121922,$31.84,$31.99,$31.395
05/05/2023,$31.37,2033680,$30.83,$31.425,$30.69
05/04/2023,$30.25,3398048,$30.64,$30.83,$30.05
05/03/2023,$30.87,2336845,$30.81,$31.55,$30.56
05/02/2023,$30.79,2435590,$31.92,$31.955,$30.69
05/01/2023,$32.18,1913490,$32.23,$32.45,$31.915
04/28/2023,$32.46,1218222,$31.82,$32.475,$31.78
04/27/2023,$31.98,2302479,$31.30,$32.03,$31.30
04/26/2023,$30.97,2295327,$31.70,$31.89,$30.915
04/25/2023,$31.76,2355750,$33.05,$33.15,$31.72
04/24/2023,$33.38,1011876,$33.30,$33.46,$33.16
04/21/2023,$33.29,1763580,$33.15,$33.405,$32.98
04/20/2023,$33.23,2776869,$32.59,$33.32,$32.59
04/19/2023,$33.15,1958073,$32.43,$33.25,$32.43
04/18/2023,$32.86,2546044,$32.72,$33.02,$32.33
04/17/2023,$32.76,1502874,$32.24,$32.76,$32.21
04/14/2023,$32.50,1389678,$33.15,$33.15,$32.18
04/13/2023,$32.90,1403780,$32.20,$32.92,$32.20
04/12/2023,$32.06,1816664,$32.32,$32.415,$31.78
04/11/2023,$31.92,1211904,$31.74,$32.045,$31.60
04/10/2023,$31.53,1466836,$31.22,$31.53,$30.90
04/06/2023,$31.54,1586258,$31.64,$31.86,$31.41
04/05/2023,$31.58,1417006,$31.69,$31.80,$31.36
04/04/2023,$31.84,2034651,$32.50,$32.515,$31.70
